"ID_REF"	"WT.GSM130365"	"WT.GSM130366"	"WT.GSM130367"	"KO.GSM130368"	"KO.GSM130369"	"KO.GSM130370"
"100001_at"	11.5	5.6	69.1	15.7	36	42
"100002_at"	20.5	32.4	93.3	31.8	14.4	22.9
"100003_at"	72.4	89	79.2	80.5	130.1	86.7
"100004_at"	261	226.2	365.1	432	447.3	288.1
"100005_at"	1086.2	1555.6	1487.1	1062.2	1365.9	1436.2
"100006_at"	49.7	52.9	15	25.8	48.8	54.8
"100007_at"	959.4	846.6	1312.4	993.9	1008.8	825.6
"100009_r_at"	5432.8	5652.7	4386.6	6439.4	7307.2	7793.3
"100010_at"	460.8	575.8	438	601.5	481.4	488.4
"100011_at"	716.1	737.4	700.5	912.3	903.8	740.9
"100012_at"	511.1	525.7	598.8	1294.3	1138.6	1043
"100013_at"	41.1	42.4	54.9	121.5	42.7	74.5
"100014_at"	379.4	470.7	462.7	285.2	231.6	327.3
"100015_at"	311.6	508.3	399.3	535	604	762.9
"100016_at"	315.6	262.9	398.4	339.7	235.8	346.6
"100017_at"	97.3	135.5	195.9	136.4	150.4	138
"100018_at"	212.1	242.3	233.6	120.8	268.8	227.3
"100019_at"	347.9	245.6	193.1	196.9	397.6	267.2
"100020_at"	519.2	463.4	521.4	479.2	539.5	476.2
"100021_at"	28.2	24.6	35	20.5	21.8	24.7
"100022_at"	176.2	175.2	297.7	226.5	197.4	225.8
"100023_at"	4254.2	4277.5	4449.5	6037.6	6181.5	6162.7
"100024_at"	730.3	742.9	622.7	696.3	629.2	535.2
"100026_at"	2556.7	2707.7	3028.6	5066.3	4495.7	4344.2
"100027_s_at"	1155.3	801.1	1320.1	1116.1	1155.7	978.5
"100028_r_at"	192.1	115.5	360.9	263.3	125.1	95.8
"100029_at"	1704.3	1817.1	2215.3	2122.5	2238.1	1917.3
"100030_at"	2515.6	2524.1	2407.9	3191	3105.4	2667.1
"100032_at"	915.7	683.8	928.6	755	797.8	792.4
"100033_at"	2355.2	2450.9	2755.6	2466.6	2690.9	2551.1
"100034_at"	7.2	67	11.5	16.4	6.3	13.9
"100035_at"	12.7	14.9	10.8	32.8	34.5	28
"100037_at"	1718.1	1614.4	1639.7	1734.7	1567.2	1611.6
"100039_at"	660.7	1123.9	839.6	1323.4	831.6	925.4
"100040_at"	712.5	782.5	840.3	720.3	707.9	853.2
"100041_at"	2912.1	3008	3062.1	4769.6	4319.9	4105.6
"100042_at"	420.8	460.4	433.2	447.8	445.1	509.4
"100043_f_at"	228.5	318.9	196.1	271.1	255.3	246.5
"100044_at"	24.5	38.1	23.9	6.5	5.5	33.7
"100046_at"	3328.2	3482.9	3270.1	4868.3	4266	4218.1
"100047_at"	23.4	10.1	10.8	15.5	15.1	17
"100048_at"	22.9	88.7	124.2	103.3	39.7	118.3
"100049_at"	10.6	3.7	15.5	31.9	10.6	7.9
"100050_at"	852.3	834.7	874.1	747.1	747.7	671.7
"100051_at"	1160.3	1069.7	1211.2	1351	1250.4	1005.4
"100052_at"	16.3	11.8	33.2	33.2	20.2	17.4
"100054_s_at"	552.7	531.2	506.3	514.9	386.7	473.1
"100056_at"	519.5	429	520.8	661.2	619.5	610.2
"100057_at"	745.6	680	551.4	478.5	518.5	647.9
"100058_at"	42	225.4	316.7	302.9	118.4	223.4
"100059_at"	1096	1146.4	1157.7	1062.6	1031.3	958.6
"100060_i_at"	15.1	4.4	9.6	8.1	17.8	5
"100061_f_at"	74.5	25.6	62.7	83.3	149.8	100.8
"100062_at"	1294.3	1729.2	1411	1552.8	1824.6	1775.7
"100064_f_at"	4747	5041.1	4033.2	1565.2	1613.9	1732.8
"100065_r_at"	642.2	552.2	393.4	200.7	272.2	254.7
"100066_at"	3014.9	3393.3	3504.4	2822.8	2615	2790.3
"100067_at"	19.2	69.4	42.8	25	99.1	29.1
"100068_at"	75.8	58.4	89.7	82.6	44.5	40.6
"100069_at"	102.1	116.3	178.4	58.2	146.1	85.1
"100071_at"	35.6	144.3	122.8	103	148.1	52
"100072_at"	1087.7	929.2	1094.6	1045.4	1005.6	947.5
"100073_at"	648.4	580.6	516.1	275.6	248	270.7
"100074_at"	1627.2	1754.9	1090.4	1606	1497.4	1570.1
"100078_at"	30.6	65.3	25.9	33.7	66.8	66.2
"100079_at"	1619.8	1601.5	1390.4	1445	1239.3	1480
"100080_at"	85.4	77.8	36	77.1	132.6	21.3
"100081_at"	2033	1914.5	2183.6	2171.1	1823.6	1640
"100082_at"	231.5	383.4	288.3	269.7	225.7	310
"100084_at"	1943.5	1878.4	1558.3	1527.4	1880.9	2038.5
"100085_at"	20.5	86.3	38.3	86.6	216.5	137.4
"100086_at"	1046.3	936.7	903.7	1415.2	1318.4	1223.3
"100088_at"	1777.4	1635.3	1084.8	1275.4	1550.3	1794.5
"100089_at"	711.4	892.5	631.9	388.4	452.9	474.8
"100091_at"	2222.3	2067	1928.1	2087	1994.8	1983.5
"100093_at"	1105.2	1025.1	872.8	1136.6	1285.9	981
"100094_at"	1895.9	1974.2	1901.7	1951.5	1696.9	1897.8
"100095_at"	928.1	729.4	451.8	749.8	870.2	1124.6
"100099_at"	823	718.4	914.7	565.3	721.6	471
"100100_at"	6.9	38.1	20.7	10.4	5.8	90.8
"100101_at"	1929.8	2026.3	1845.4	2103.3	2225.6	2157.4
"100103_f_at"	569	601.5	790.5	782	628.5	433.4
"100104_r_at"	91.7	43.3	58.8	57.8	72.2	41.9
"100106_at"	45.2	28.3	70.3	49.6	46.4	74.3
"100109_s_at"	81.3	10.1	139.8	9.1	4.6	37.2
"100112_at"	156.1	190.7	175.2	102.4	177.4	129.2
"100113_s_at"	216.1	291.9	257.8	216.4	225.3	324.3
"100115_at"	1088.7	1167.9	989.7	801.8	963.7	998.5
"100116_at"	1142.3	1261.1	1066.8	1014.5	1013.3	1090.2
"100117_at"	24.6	40.7	8.9	11.1	15.8	15
"100120_at"	116.2	160	134.2	97	112.4	67.4
"100122_at"	143.4	67.1	110.6	139.3	142	158.1
"100123_f_at"	5943.6	5557.4	5513.9	4747.4	4487.1	4224.2
"100124_r_at"	1425.5	1582.7	1637.9	1259.5	1258.7	1340.4
"100125_at"	1698.9	1765.6	1538.3	1685	1327.3	1514.6
"100126_at"	651.9	670.9	550.6	536.4	529	599.4
"100127_at"	186.1	189.7	101.8	209.9	163.3	139.3
"100128_at"	3045.1	3419	3265.5	4217.5	4076.8	3697.5
"100130_at"	97.6	74.9	176.6	140.6	64.8	213
"100131_at"	99.4	94.8	16.6	88.3	61	30.2
"100133_at"	192.8	152.1	179.6	152.6	172.9	188.4
"100134_at"	830.4	1114.5	806.8	1176.4	1390	1590.8
"100136_at"	493.1	600.3	454.5	384	307.1	379.9
"100138_f_at"	706.3	685.4	727.2	823.5	766.9	921
"100139_at"	249.9	208.7	157.4	282.1	334.1	342
"100141_at"	168.1	135.1	124.7	84.3	65.6	117.5
"100142_at"	325.2	548.8	284	496.2	355	310.3
"100143_at"	9	26.2	82.4	29.2	26.2	14.5
"100144_at"	15256.5	15150.2	15560.3	13562.2	13143.8	14170.8
"100147_at"	24.2	43	218.2	71.3	45.2	61.6
"100148_at"	830.9	896.1	664	781.1	816.6	913.1
"100149_at"	62.2	32.5	52.6	15.7	58	50.5
"100150_f_at"	10.4	7.1	6.5	8.1	13.5	9.1
"100151_at"	1160.8	1319.9	1059.9	740.5	957.3	1301.2
"100152_at"	14.1	135.2	63	17.5	50.8	81
"100153_at"	359.8	300.1	283.6	425.3	315.4	270.5
"100154_at"	538.8	563.3	404.2	666.5	673.2	677.7
"100155_at"	597.2	562.1	571.5	404.3	605.7	389.4
"100156_at"	4028.7	3798.9	4365.8	5382.5	5262.7	4936.9
"100213_f_at"	30153.7	27861.6	46466.5	51158.7	30754	30468.8
"100225_f_at"	280.5	407.7	317.1	344.2	343.4	370.3
"100272_at"	15.6	11.1	27.5	18.4	13.9	79.2
"100277_at"	317.3	264.3	222.6	149.5	223.8	271.2
"100278_at"	23.3	22.6	22.4	13.9	19.3	52.5
"100279_at"	29.9	19.5	31.7	26	26.6	29.5
"100280_at"	128.5	75	96.4	9.7	97.4	53.8
"100281_at"	19	66.5	97	10.1	10.4	91.3
"100282_at"	247.7	274.1	317.4	235.8	233.1	264.6
"100283_at"	18.3	19	20	18.6	29.1	12.7
"100284_at"	14.9	16.9	18.6	33.5	18.2	9.9
"100285_at"	17.1	12.8	13.4	4.6	43.5	16.2
"100286_at"	35.7	25.1	146	129.5	7.1	18
"100287_at"	103.2	39.3	28.8	26.7	21.7	30
"100289_at"	1537.8	1455.4	1541.8	1036.7	1444.8	1430.3
"100290_f_at"	363.8	504.3	492.3	307	347.9	347
"100291_at"	258.4	289.6	319.9	409.3	306	178.9
"100292_at"	87.4	85.9	112.5	142.5	60.1	113.6
"100293_at"	104.2	160.4	219.5	148.1	242.4	195.9
"100294_at"	90.9	73.6	181.5	123.9	25.2	83.8
"100295_at"	499.8	301	526.3	454.5	541	435.1
"100296_at"	433.3	323.1	491.9	376.1	368.8	560.6
"100297_at"	254.2	299.6	135.6	173.6	226.3	171.7
"100298_at"	536.6	487.9	278.1	490	106.8	419.9
"100299_f_at"	85.9	41.8	19	9.2	9.2	37
"100300_at"	128.7	61.6	150.8	82	181.4	94.8
"100301_at"	168.6	199.7	269.1	403.1	387.4	374.1
"100302_at"	82.5	144.6	109.2	56.5	152	25.8
"100303_at"	29.5	36.1	34.6	28.2	19.7	27
"100304_at"	362.7	309.9	315	358.5	311.9	359.4
"100305_g_at"	238.3	327.7	308.1	291.4	642.2	467.1
"100306_at"	265.8	230.5	145.9	184.2	178.1	178.8
"100307_at"	99	66.4	176.7	62.5	107	65.4
"100308_at"	283.7	212.9	202.1	217.9	122.9	77.1
"100309_at"	12.4	124.9	16.5	17.6	13.7	180
"100311_f_at"	110.2	52.8	7.5	41.5	8.8	26.4
"100313_at"	70.5	12	27.8	14.2	68.8	15.5
"100314_f_at"	13.7	64.3	43.9	16.4	45.1	16.1
"100315_at"	125.3	162.3	21.3	28.2	120.9	53
"100317_at"	100.8	28.1	109.7	86.2	85.4	80.9
"100318_at"	696.7	360.7	386.9	746.9	926.4	764.8
"100319_at"	11.9	12.2	135	10.1	8	76.1
"100320_at"	86.1	143	111.8	162.6	137.5	183.1
"100321_f_at"	145.1	77.6	162.5	118	137.2	96.2
"100322_at"	15	24.2	91.6	86.1	15.9	57.2
"100323_at"	3275.4	3317.2	2821.3	2779.2	2865.9	3079.9
"100324_g_at"	720.9	708.9	542.9	492.9	706.2	613.4
"100325_at"	104.5	12.4	3.9	3.2	44.1	1.8
"100326_f_at"	117.3	67.3	139.5	19.9	56.1	41.9
"100327_at"	126.7	266.6	263	200.8	59.9	231.2
"100328_s_at"	198.8	11.6	93.8	111.8	121	28.7
"100329_at"	8.3	14.7	117.3	97.1	11.9	16.3
"100330_at"	2.5	13.1	12	9.5	3.6	6
"100331_g_at"	7158.7	7659.9	7039.7	7021.1	6498.6	6643.1
"100332_s_at"	2084.4	2190.9	1885.7	2203.9	2024.7	2179
"100333_at"	161.5	132.7	228.7	106.9	157.6	118.8
"100334_f_at"	21.3	25.1	18.1	28.1	7.7	32
"100335_at"	68.8	39.5	179.9	115	71.8	179.7
"100336_s_at"	157.5	75.9	126.7	131.5	150.9	41.5
"100337_at"	61.9	19.6	55.7	10.8	83.6	42.2
"100338_s_at"	19.9	12.9	50.4	29.6	27.3	30.2
"100339_at"	25.3	48.1	48.6	40.6	121.1	77.8
"100340_at"	42.3	13.2	39.9	9.6	3.8	5.1
"100341_g_at"	47.5	29.4	42.4	4	90	6.1
"100342_i_at"	9818.2	9390	10048.4	9838.4	8511.5	9451.9
"100343_f_at"	15937.2	15974.8	18351.2	18271.8	16224.7	16353.9
"100344_at"	909.5	823	1026	1053.9	744.1	588.9
"100345_f_at"	1022.9	947	1320.5	1234.2	1169	1058.5
"100346_at"	74.2	47.2	58.3	100.5	78.4	77.2
"100347_at"	42.6	39.2	35.7	37.9	26.2	36
"100348_at"	1344.9	1069.3	1835.3	1903.8	2132.4	2319.1
"100349_at"	85.2	139	149.7	118.6	191.6	213.4
"100350_at"	14.6	47.6	87.5	9.4	10.3	16.7
"100351_f_at"	97.5	70	272.1	41.4	157.2	92.7
"100352_at"	351.1	332.1	252.4	258.4	299	296.2
"100353_g_at"	2199.3	2976.1	2948.2	2843.8	2464.3	2339.2
"100354_at"	5.7	3.9	10.5	11.3	4.7	5
"100355_g_at"	70.2	92.4	116.5	58.5	131.6	39.8
"100356_at"	19.7	7.5	21.7	86.4	14.7	12.4
"100357_g_at"	244.2	268.7	355.8	334.9	389.5	262.1
"100358_s_at"	236.5	260.3	48.5	225.9	54.2	122.6
"100359_at"	19.4	9.5	35.9	47.9	85.4	107.2
"100360_f_at"	302.7	303.7	394.1	437.8	405.9	294.7
"100361_f_at"	80.2	9.7	88.7	45.1	70.5	52.1
"100362_f_at"	41.9	93.4	20.4	60.2	110.6	54.6
"100363_at"	14.8	30.8	86.3	46.6	66.2	70
"100364_at"	26.7	51.1	76.8	50.3	36.8	37.3
"100365_at"	93.5	94.5	34.2	29.7	21.9	38.2
"100366_at"	225.1	265.5	318.8	242.8	191.8	238.1
"100367_g_at"	282.4	272.9	388	326.8	237.6	284.2
"100368_at"	28.9	88.7	83.1	110.6	183.8	121.9
"100369_at"	52.5	40.4	94.9	186.2	86.5	147.6
"100370_at"	154	68.6	175.7	31.7	229.1	139.4
"100371_at"	279.1	283.5	224.1	229	254.2	260.9
"100372_at"	54.1	23.3	11.6	15.6	18.1	60.6
"100373_at"	117.7	97.6	117.3	88.2	94.2	123.8
"100374_at"	649.6	582	510	187.6	261.6	337.1
"100375_i_at"	24.1	20.7	95.5	97	3.6	7.5
"100376_f_at"	167.2	19.8	82.3	67.5	100.4	19.8
"100377_f_at"	14.6	16.5	98.8	21.6	61.2	35.1
"100378_at"	25.8	27.8	49.6	39.8	19	11
"100379_f_at"	8166.5	7793	8189.3	10639.5	11007.7	10129.6
"100380_at"	2470.1	3343.9	2271.5	2385.1	2881.5	2604.7
"100381_at"	124.9	148.1	175.6	15.1	71	9.8
"100382_at"	12.6	16.3	22.7	9	18.2	12.6
"100383_at"	14.8	27.4	36.9	13.7	11.9	54.1
"100384_at"	7.6	10.7	20	19	19.1	10.7
"100385_at"	393	337.1	414.3	402.3	327.1	378.9
"100386_at"	106.3	230.3	58.1	34.6	58	43.3
"100387_f_at"	76.7	92.5	23.5	7	51.1	50.6
"100388_at"	43.3	61.5	86	20.4	88.7	27.4
"100389_at"	338.2	64.1	407.2	131.7	126.4	188.5
"100390_s_at"	119.8	88.6	120.1	157.1	63	39.1
"100391_at"	34.5	27.3	61.1	4	3.2	57.6
"100392_at"	464.1	508.6	436.4	419.8	496.6	386.9
"100393_at"	24.4	41.3	16.1	35.3	15.2	10.8
"100394_at"	26.3	32.5	38.4	28.8	33.1	25.1
"100395_at"	222	244.6	337.3	323	265.3	251.1
"100396_i_at"	229.7	230.1	191.4	236.1	310.4	203.7
"100397_at"	24.6	9.6	47.9	22.5	26.4	19.2
"100398_at"	80.9	60.6	12.1	136.7	52.7	145.4
"100400_at"	225.1	242.3	231.4	305.3	190.5	315.8
"100401_at"	397.8	407.8	527.8	538.5	455.6	371.3
"100402_f_at"	10.7	26.5	13.1	17.5	11.4	13.2
"100403_at"	39.1	25.2	73.7	39.6	157.5	47.2
"100404_at"	1722.8	1858.6	2311.7	1931.3	1735.2	1548.2
"100405_at"	493	202.3	373.9	508	361.8	378.9
"100406_at"	22	17.7	28.1	12.9	9.9	15.2
"100407_at"	281.4	332.4	329	381.9	498.9	373.7
"100408_at"	302.6	296.3	375	210.5	259.4	299.3
"100409_at"	399	398	625.7	567.7	518.9	449.9
"100410_at"	397.1	332	398.2	548.9	480.4	436.1
"100411_at"	2.3	2.2	3.5	2.3	3.6	4.2
"100412_g_at"	585.8	888	667.1	473.1	387	628
"100413_at"	806.6	716.1	675.7	808.3	685.5	638.2
"100414_s_at"	9.7	108.7	33	36.7	15.8	12.1
"100415_at"	114	114.2	157.5	42.9	120.5	58.7
"100416_at"	118.5	80.6	90.8	134	80.9	77.6
"100417_at"	156.8	213	107.8	148.7	80.9	253.5
"100418_at"	206.7	111.8	101.3	184.4	125.5	104.9
"100420_at"	32.1	47.6	151	129.9	47	52.9
"100421_at"	546.5	629.7	612.5	624.8	314.5	629.5
"100422_i_at"	411.9	596	490.8	392.4	604.5	494.3
"100423_f_at"	298.1	398.1	409.1	388.1	398.3	106
"100424_at"	311.6	377.7	298.4	247.4	284.4	409.4
"100425_at"	919.3	886.9	800.6	740.7	739.2	802.4
"100426_s_at"	19.4	17.5	13.1	29.4	23.9	14.5
"100427_at"	15.2	33.6	29.9	34.8	102.3	57.2
"100428_at"	489.6	430.8	456.2	370.2	417.6	478.4
"100429_at"	192	213.7	48.7	189.5	186.7	97.4
"100430_at"	15.1	43.2	75.1	59.9	61.7	33.9
"100431_at"	4.4	43.4	15.2	36.3	12.7	5.8
"100432_f_at"	77.4	125.7	111.4	45.1	92.1	130.6
"100433_r_at"	264.4	50.3	261.2	273.6	251.5	272.8
"100434_s_at"	17.3	7.9	19.1	11.3	21.4	7.9
"100435_at"	163	30.2	55.3	424.9	395.6	426.9
"100436_at"	6.2	12.3	18.7	36.9	40.7	55.3
"100437_g_at"	43.2	52.4	22.2	34.5	42.4	55.4
"100438_at"	286.9	211.4	224.4	357	407.2	338.1
"100439_i_at"	231.1	298.5	101.2	240.3	233.9	177.5
"100440_f_at"	486.1	435.4	650.2	543.2	822.4	567.6
"100441_s_at"	26.3	66.8	22.6	7	34.3	108.9
"100442_at"	1060.4	895.3	993.7	809.7	779.1	910.1
"100443_at"	724.2	971	886.6	707.5	751.2	745
"100444_at"	749.1	769.3	808.4	661.4	661.6	735.1
"100445_f_at"	7.2	57.3	8.2	27.6	6.2	2.6
"100446_r_at"	3847.8	4124	4668.2	4617.5	5387.3	3908.8
"100447_at"	335.4	531.1	498.1	540	574	388.5
"100448_at"	285	344.6	302.7	283.1	356.4	326.5
"100449_g_at"	142.8	15.1	101.2	94.5	110.3	105.5
"100450_r_at"	295.8	390.7	334.8	368.1	453.2	435.6
"100451_at"	476.5	520.5	242.1	311.1	446.8	463.2
"100452_at"	360.3	223.4	161.9	342.5	220.9	275.1
"100453_at"	245.7	259.3	283.5	512.5	562.7	525.2
"100454_at"	649.3	317.5	547.5	582.4	659.4	478.1
"100455_at"	8.2	57	4.3	7.1	5.6	7
"100457_at"	1005.3	1129.5	1116.6	970.4	1076.8	1130.7
"100458_at"	101.7	77.8	71.5	77.1	54.3	8.6
"100459_at"	532.1	801.4	501.5	814.4	792.7	763.4
"100460_at"	936.4	845.7	850.9	782.8	838.8	763.4
"100461_at"	1792.9	1817.9	1701	1493.4	1327.6	1582.7
"100462_at"	107.8	150.4	96.2	84.5	148.9	132.6
"100463_at"	10.3	13.5	9.5	13.2	15	5.9
"100464_at"	268	285.1	150	227.2	347.7	239.7
"100465_i_at"	120.3	340.6	272.4	232	128.3	184.6
"100466_f_at"	1014.2	1079	1234.4	967.2	955.8	794.4
"100467_at"	15.5	136.4	56.8	70.8	36.9	96.4
"100468_g_at"	20.6	63.3	12.2	86.1	14.4	16.5
"100469_at"	541.2	560.9	586	399.8	383.5	560.8
"100470_at"	82.7	131.9	84.6	100.7	117.4	12.4
"100471_at"	181.3	255.4	223.3	146.8	61.3	88
"100472_at"	3288.3	3763.8	3652.1	4158.2	3588.6	3574.6
"100473_at"	230.7	185.5	257.3	68.9	103.4	184.6
"100474_at"	166.5	185.3	292.7	204.5	204.2	280.8
"100475_at"	1102.4	1101.4	842.3	1406.1	1583.7	1398.7
"100476_at"	6.8	39.3	6.4	5.6	23	7.1
"100477_at"	166.6	154.6	86.9	151.9	277.2	309.9
"100479_at"	1175.3	1707	1332	585	646.3	676
"100481_at"	185.1	160.3	149.8	96.9	185.5	149.5
"100482_at"	1919.5	1759.2	1785.7	1645	1855	1809.1
"100483_at"	186.8	266.7	251	227.6	223.3	145.7
"100484_at"	87.5	182.7	100	81.1	52	91.6
"100486_at"	143.1	247.6	198.9	197.8	296.6	217.2
"100488_at"	832.4	598.9	671	580.4	601.9	616.9
"100489_at"	273.5	265	213.8	193.1	162.3	147.9
"100491_at"	223.3	235.2	159.3	105.2	157.9	110
"100492_at"	1767.7	1906.9	1867	2115.3	2407.4	2198
"100493_at"	62.8	43.8	45.4	68.1	46.4	36.9
"100494_at"	23.7	69.8	106.4	27.3	26.2	18.1
"100495_at"	785.5	792.7	817.5	775.8	803.3	684.7
"100496_at"	181.2	200.5	119.4	132	66.4	50.7
"100497_at"	19.4	17.9	37	26.5	23.6	8.6
"100498_g_at"	219.1	223.7	119.8	174.8	146.4	175.2
"100499_at"	685.6	824	597.1	644.7	601.6	661.6
"100500_at"	257.5	202.9	275.7	270.7	245.1	248.4
"100501_at"	17.6	25.2	27.6	11.3	13.8	12.9
"100502_at"	10.7	10.5	74.4	16.9	6.1	18.2
"100505_at"	47	27.4	43.9	45.3	4.3	60
"100507_at"	38	14.6	38.4	30.7	95.3	89.6
"100508_at"	235.9	248.9	272.9	300.6	384	306.9
"100509_at"	320.5	298.4	276.4	252.8	206.5	282
"100510_at"	334.9	238.2	428.5	310.5	345.1	302.8
"100511_at"	185.9	141.5	52.1	224	258.7	183.5
"100512_at"	1052.6	602.4	591.2	515.7	634.7	674.5
"100513_at"	654.7	620.7	572.1	655	544.2	729.1
"100514_at"	660.1	403.7	438.8	523.7	578.6	481.5
"100515_at"	698.1	747.7	938.7	738.8	825.2	714.2
"100516_at"	477.3	514.9	710.3	492.5	503.2	674.1
"100518_at"	113.2	168.1	136.1	106.1	196.9	136.9
"100521_at"	152.1	176.9	203.5	264.1	243.3	199.2
"100522_s_at"	3262.9	3373.9	3251.6	5498.2	5245.8	5160.3
"100523_r_at"	265.5	301.8	447.9	525.4	639.6	480.5
"100525_at"	1098.2	950.5	1060.2	1052.9	954.1	936
"100526_f_at"	13	11.6	19.4	11.8	5.4	24.8
"100527_at"	1188.5	1275	1232.3	1325.4	1315.8	1220.8
"100528_at"	298.7	345.7	338.4	219.6	298.3	263.9
"100529_at"	568.1	340.1	424.5	81.4	589.8	258.1
"100530_at"	1213	1185.5	1363.6	1530.2	1456.7	1465.4
"100533_s_at"	105.5	105.9	79.2	152.6	107	100.7
"100534_at"	723.9	781.9	834.4	656.2	826.3	817.3
"100535_at"	526	593.5	561.5	454.3	566.3	401.5
"100536_at"	21.2	11.8	6.6	18.3	11.6	16.6
"100537_at"	16.4	104.5	19.1	55.4	25.3	21.6
"100538_at"	5563.2	6611.9	5624.6	8623.2	6863.8	6337.7
"100539_at"	945.7	1176.8	992.3	1300.1	1075.1	1179.6
"100540_at"	2605.8	2862.1	2521.4	2495.6	2660.2	2717.8
"100542_at"	66.3	31.3	13.2	30.1	32.9	16
"100543_s_at"	638.5	682.5	604.3	702.2	606.2	690.5
"100544_at"	77.6	85.9	152.4	32.6	114.6	97.5
"100546_at"	49.5	83.2	16.8	12.6	24.3	16.8
"100547_at"	370.7	546.9	368	424.9	661.9	336.7
"100548_at"	75.1	136.8	82	62.6	54.6	41.1
"100549_at"	164.4	129	120.8	183.5	112.3	109.1
"100550_f_at"	5358.7	5156.2	4181.6	4396.3	4575.5	5012.9
"100551_r_at"	59.2	13.2	26.1	113.8	36.6	28.6
"100552_at"	169.7	29.4	44.6	72.5	129.4	16.7
"100553_at"	1883.4	2660.6	3241	2870.4	2059.4	2242.9
"100554_at"	1425.4	1385.9	1397.5	1368.8	1417	1386
"100555_at"	533.5	628.4	456.2	497.8	528.8	628
"100556_at"	6.4	163.8	8.6	97.2	13.7	8.6
"100557_g_at"	3614.6	4331.5	3864.7	3668	3188	3301
"100558_at"	7.9	34	40.9	16	17.3	33.5
"100559_at"	1631.7	1772.8	1706.1	1968.1	1638.6	1665
"100560_at"	909.2	1055.1	965.6	834.6	625.5	676.6
"100561_at"	869.2	1116.1	1108.5	1047.4	1115.4	1173.7
"100562_at"	630.1	862	1119.8	891.7	820	943.1
"100564_at"	918.2	1058.3	1015	884.8	904.4	865.6
"100565_at"	1088.4	1194.9	1120.8	1366.3	1395.7	1626.5
"100566_at"	24.8	25.5	23.3	37.3	17.1	19.2
"100567_at"	97.6	45.7	8.6	15.9	98.4	91.8
"100568_at"	2720.2	2232.4	2059.9	2287.1	2336.4	2920.2
"100569_at"	4414.1	4618.9	5109.6	3299	2666.3	2922.2
"100570_at"	1033.4	714.4	840.9	761.8	605	679.6
"100571_at"	1248.2	1257.3	1144.3	1099.8	1098.4	1221.5
"100572_at"	519.4	561.9	588	622.8	622.3	559.6
"100573_f_at"	819.5	849.5	834.1	1031.4	987.7	1006.8
"100574_f_at"	6465.2	9175.9	7987.5	10088.5	8626.6	8913.9
"100575_at"	695.9	770.3	668.8	1069.6	1289.9	1133.2
"100576_at"	675.8	653.8	528.2	663	642.6	607.3
"100577_at"	481.6	443.3	495.7	472.1	460	377
"100578_at"	5602.3	5784.5	5121.7	5241.5	5228.6	5032.5
"100579_s_at"	2837.6	2955.6	2603.6	2694.3	2750.9	2955.6
"100580_at"	134.1	86.9	165	143.9	106	163.7
"100581_at"	4453.6	4356.9	4236.8	3828.7	3667.5	4261.5
"100582_at"	494.6	513.2	533.6	470.4	529.7	366.2
"100583_at"	45.4	236.7	201.4	129.2	220.7	144.2
"100584_at"	329.4	490.9	360.2	309.5	389.8	349.3
"100585_at"	30.1	26.8	128.8	79.1	170.1	112.6
"100586_i_at"	146.7	153.9	61.6	122.1	135.3	49.6
"100587_f_at"	205.9	167.3	191.4	216.1	230	174.5
"100588_at"	746.5	732.9	816.7	496.1	414	600.8
"100589_at"	126.8	126.6	77.2	183.5	79.5	18.4
"100592_at"	1875.7	2373.8	2415.9	2120.4	1991.6	2174.4
"100593_at"	134.5	129.7	114.4	75.1	69.8	105
"100594_at"	707.7	447.9	538.3	743.5	519.9	512.1
"100595_at"	1470.6	1514.7	1223.8	1349.9	1096.5	1565.6
"100596_at"	53.9	24.7	28.8	23	27.6	19.2
"100597_at"	50.3	78.3	112.4	42.6	48.4	21
"100599_at"	3846.7	3761.1	4024.6	4437.9	4413.2	4159.2
"100600_at"	967.4	930.4	821.5	529.7	452.8	473
"100601_at"	672.5	581.1	659.6	707.2	747.8	704.7
"100602_at"	35.9	81.4	95.7	9.8	46.7	88.4
"100603_at"	393.7	425.2	283	289.5	314.2	373.9
"100605_at"	423.7	158.5	242.7	287.9	257.4	266.2
"100606_at"	1036.8	1374.5	1272.1	723	1010.9	702.5
"100607_at"	557.3	545.4	607.9	615.4	572	582.6
"100608_at"	1089.7	1118.1	1129.7	1036.2	1192.7	1234.6
"100609_at"	30.3	53.6	29.4	14.5	25.3	34.8
"100610_at"	3371	3176	2971.6	4182.8	4312.4	4668.9
"100611_at"	17.5	8.7	10.7	9.9	6.3	34.7
"100612_at"	1486.7	1183.6	1258.1	861.5	1062.7	1089.3
"100613_at"	2556.7	2125.7	2478.4	2132.2	2595.1	2574.3
"100614_at"	98.1	16.5	21	24.1	18.4	14.2
"100615_at"	10	8.7	26.7	15.4	18.2	33.2
"100616_at"	789.7	877.4	771.7	883	859.5	1031.9
"100617_at"	30.5	52.8	14.3	126	97.3	37.1
"100618_f_at"	2193.3	2307	2206.2	5391.8	5453.4	5365.1
"100619_r_at"	586.5	392	428.2	381.3	565	669.7
"100620_at"	85.5	60.7	77.3	68.2	72.9	66.3
"100621_at"	896.1	842.8	708	732	722.1	730
"100622_at"	2973	2789.3	2522.7	2627.2	2497.3	3250.8
"100623_at"	82.4	105.9	18.6	86.5	91.6	22.8
"100626_at"	211.9	253.2	253.7	270.4	264.1	265.9
