"ID_REF"	"WT.GSM130365"	"WT.GSM130366"	"WT.GSM130367"	"KO.GSM130368"	"KO.GSM130369"	"KO.GSM130370"
"161850_at"	4.5	8.6	6.1	3.8	6.6	10.3
"161851_r_at"	34.8	50.2	196.8	15.9	128.7	76.5
"161852_i_at"	9.2	4.6	4.6	11.1	39.1	3.1
"161853_f_at"	9.8	8.7	14.5	19.1	6.7	10.3
"161854_f_at"	80.2	136.1	22.7	21.2	12.8	13.8
"161855_at"	8.1	19.2	40.4	12.6	11.3	10.9
"161856_f_at"	2598.8	2747.2	2633.4	2517.4	2435.1	2905.3
"161857_r_at"	108.4	192.3	331.2	145.7	240.7	124
"161858_f_at"	88.3	32.5	10.2	74.5	6.8	79.2
"161859_f_at"	317.2	275.1	487	282.8	416.2	414.3
"161860_f_at"	182.9	234.3	299.2	134.1	196.5	207
"161861_i_at"	44.6	8.3	5.1	64.8	25.4	2.8
"161862_i_at"	46.4	51.9	9.1	85.3	6.1	49.3
"161863_r_at"	22.8	22.1	2.1	4.2	22	13.8
"161864_f_at"	516.5	370.1	360.8	404.3	553.6	352.1
"161865_r_at"	23.7	55	78.5	14.9	23.6	16.3
"161866_at"	91.5	61.6	125.7	77.7	97.8	34.2
"161867_f_at"	21.5	20.6	18.4	15.7	5.8	5.6
"161868_r_at"	50.7	68	13.3	76.8	52.5	50.4
"161869_i_at"	9.5	34	9.8	38.8	85	62.3
"161870_at"	185.2	144.1	239.1	189.3	294.5	150.3
"161871_f_at"	159.5	131.3	113.8	38.3	139.5	190.6
"161872_f_at"	208.7	240.7	254.8	272.7	341.1	346.6
"161873_r_at"	47.7	82.9	20	17.8	18.1	151
"161874_r_at"	213.6	163	597.4	92.2	157.5	219.3
"161875_at"	26.4	11.7	19	26.2	3.4	20.3
"161876_r_at"	4.2	6.9	11.7	3.4	68.1	6.3
"161877_f_at"	806.8	638.4	1001.1	817.4	969.4	843.3
"161878_r_at"	43.4	5.5	186.2	5.9	78.6	57.7
"161879_r_at"	431.5	406.9	767.5	706.7	595	670
"161880_r_at"	24.4	79.5	28.6	51.7	3.6	24
"161881_f_at"	331.4	288	295.8	427.5	375.8	366.6
"161882_f_at"	111.7	34.3	192.8	109.1	167.3	56.3
"161883_f_at"	143	104.8	15.5	218.6	181.6	282.9
"161884_r_at"	239.5	81.7	211.2	28	203.7	166.5
"161885_f_at"	72.4	20.5	56.7	58.4	68	75.5
"161886_at"	8.2	9.1	11.2	21.1	7.7	24.8
"161887_r_at"	165.4	40.9	136.7	72.2	121.7	138.7
"161888_r_at"	439.1	398.2	365.1	352.7	383.7	470.7
"161889_f_at"	4104.5	3996	4517.8	4077.2	3857.2	4054.9
"161890_f_at"	64.5	9.7	11.1	6.4	47.7	2.6
"161891_r_at"	281.9	175.6	269.6	189.2	227.1	192.2
"161892_r_at"	4.9	2.3	3.1	5.2	3.4	17.6
"161893_i_at"	21.8	135.3	67.9	86.1	132	93.5
"161894_r_at"	203.1	230.4	230.4	245.8	254	140.7
"161895_s_at"	886.6	815.4	914.4	871.5	838.2	573.9
"161896_at"	20.9	26	23.8	19.3	24.9	20.2
"161897_f_at"	192	222.8	181.5	268.3	235.7	212.6
"161898_i_at"	609.8	581	391.9	771.4	702.2	381.2
"161899_f_at"	114.9	12.8	28.7	34	28.8	14.7
"161900_f_at"	175.8	148.5	136.2	156.4	167.8	201.5
"161901_r_at"	34.8	153.7	136.9	85.2	13.1	83
"161902_f_at"	162.1	98.6	126.7	139.3	137.7	24.8
"161903_f_at"	10.4	55.2	13.1	11.4	11.2	12.2
"161904_f_at"	3	3.1	4.1	8.8	4.5	5
"161905_r_at"	7.9	8.1	11.2	57.4	12.7	32.4
"161906_f_at"	332.3	222.5	255.9	260.6	293.8	342
"161907_s_at"	37.1	26.9	66.6	28.1	117.8	31.9
"161908_i_at"	18.9	24.5	6.7	7.3	42.1	4.8
"161909_r_at"	33.8	74.3	50	49.6	33.9	37.7
"161910_at"	26.6	60	29.3	23.4	22.6	82.5
"161911_f_at"	261.9	386.2	476.6	496.1	655.9	579.8
"161912_r_at"	309.7	193.6	272.7	236.9	341.2	214.7
"161913_r_at"	8037.8	7852.4	9330.7	9532.7	10170.5	9127.8
"161914_s_at"	99	32.3	50.6	51.1	84.6	35.4
"161915_f_at"	24.2	137.4	42.6	49.8	35.3	63.7
"161916_r_at"	269.5	506.7	851.8	568	556.3	492.9
"161917_i_at"	249.3	275.6	345.3	123.1	386.9	85.9
"161918_at"	103.6	6.9	24	37.9	40.3	81.3
"161919_r_at"	13.5	21.5	11.2	7.7	10.8	12.3
"161920_r_at"	391.4	504.5	354.3	468.1	607.7	585
"161921_f_at"	56.8	123.8	79.5	87.6	28.4	60.5
"161922_r_at"	13.6	6.3	8.4	7.4	43.1	5.4
"161923_at"	95.8	79.9	35.1	61.1	15.2	88.1
"161924_f_at"	23.5	95.1	38	35.3	23	43.1
"161925_at"	68.1	9.5	12.4	11.6	8.8	9.7
"161926_r_at"	1192.1	1509.2	2168.2	1595.7	1100.9	1246.3
"161927_at"	106.4	47.5	13.5	57	93.5	87.8
"161928_at"	52.6	111.4	192.5	137.2	208.1	139
"161929_at"	108.2	166.6	209	92.1	42.1	103.6
"161930_r_at"	129.6	1.6	126.8	137.7	111.4	66.8
"161931_r_at"	191	122.8	249.5	131	139.5	186.9
"161932_r_at"	3.5	14.4	35	2.4	22.8	7.5
"161933_r_at"	206.1	246.6	271.2	144.5	298.3	363.3
"161934_f_at"	137.5	274.1	212.7	264.8	340.7	266.6
"161935_r_at"	181.9	96.3	33	101.2	288.2	134.9
"161936_at"	86.8	22.4	132.5	94.3	135.1	132.7
"161937_r_at"	21.3	153.6	124.1	20.8	31.4	19.5
"161938_r_at"	59.8	25.5	12.7	50.5	50	70.8
"161939_f_at"	139.9	78.1	303.1	25	41.3	82.8
"161940_r_at"	1.2	35.7	4.1	6.2	0.4	10.5
"161941_r_at"	1982.6	1779.6	1553.2	1895.7	1743.8	1537.4
"161942_f_at"	104.9	8.1	29.3	27.5	15.8	23
"161943_at"	74.2	44.2	71.6	144.4	53.7	130.5
"161944_at"	83.3	13.1	59.7	27.9	20.7	14.7
"161945_at"	74.3	8.6	5	6.4	18.6	9.1
"161946_r_at"	205.3	77.5	138.5	69.7	110.1	135.4
"161947_f_at"	178.7	202.1	169.7	173.1	202.9	190.6
"161948_f_at"	133.5	22.3	147.7	84.1	99.2	53.9
"161949_at"	346.5	360.8	304.8	85.5	681.5	264.1
"161950_at"	7.9	11.5	92.9	60.2	5	18.6
"161951_f_at"	300.8	368.2	315.3	255.8	257.8	197.2
"161952_r_at"	10.1	0.8	2.1	0.2	23	0.5
"161953_at"	49.4	16	17	14.9	18.1	18.6
"161954_r_at"	15.4	14.4	95.9	20.4	15.2	28.3
"161955_f_at"	13.3	19.7	34.9	8.2	41.6	38.9
"161956_at"	151.3	91.3	123	64.1	109.1	46.9
"161957_r_at"	4	4	5.3	1.6	1.6	27.1
"161958_at"	19.3	9.8	7.6	3.6	39.4	18
"161959_f_at"	5.8	0.9	2.6	1.7	1.2	4
"161960_f_at"	245.6	303	251.6	325	255.5	276.1
"161961_at"	81.8	43	232.2	45.4	61.2	58.5
"161962_f_at"	166	26.5	53	137.1	52.6	47
"161963_f_at"	87.8	64.1	110.9	160.7	104.5	35.4
"161964_r_at"	542.8	598.6	770.4	585.8	724.7	493.8
"161965_r_at"	724	643.4	581.9	350.1	752.7	769.1
"161966_f_at"	430.6	326.3	573.4	456.9	428.7	377.3
"161967_at"	129.2	127.5	596.1	179.4	415.3	97.1
"161968_f_at"	2.5	3.2	4.4	9.4	5.1	3.9
"161969_f_at"	49.6	67.3	203.6	187.8	43.5	56.2
"161970_f_at"	207	103.8	210.5	164.9	205.2	110.1
"161971_r_at"	60.3	63.3	13.4	43.5	31.7	25.9
"161972_r_at"	5.9	46.4	4.1	3	2.9	4.4
"161973_r_at"	273	29.1	335.6	282.7	152.5	114
"161974_r_at"	9.9	89.4	46.5	33	84.7	95.2
"161975_r_at"	24.4	151.3	85.5	59.4	102.6	144.3
"161976_r_at"	7.5	3.7	3.5	4.7	2.2	5.1
"161977_r_at"	42.9	44.8	8.4	10.6	27.6	47.8
"161978_r_at"	6.6	5	12	5.4	10.1	17.4
"161979_f_at"	2.1	5.1	3.8	27.6	3.5	5.9
"161980_f_at"	216	196.2	188.4	89.5	184.3	154.9
"161981_r_at"	7	1.6	37.2	2.2	3.6	2.4
"161982_at"	72.9	67.4	125.7	74.3	107	100.1
"161983_f_at"	145.1	132.3	223.5	23.8	119.4	164.5
"161984_f_at"	52.6	72.5	10	14.7	8.4	7.7
"161985_f_at"	73.1	143.5	135.1	96.2	88.5	52.4
"161986_f_at"	53.4	54	114.4	116.1	121.4	105.7
"161987_at"	146.7	90.2	42.9	45.7	172.9	70.4
"161988_f_at"	118	132.2	114.7	96	59.6	71.2
"161989_f_at"	85.4	134.5	34.1	32.3	31.8	29.4
"161990_f_at"	1427.9	1093	1694.1	1252.2	1157.3	1258.6
"161991_at"	22.2	22.9	30.1	20.6	15.1	6.9
"161992_at"	59.4	79.2	27.7	123.7	32.2	50.1
"161993_r_at"	5.3	67.1	4.4	2.6	6.3	4.3
"161994_f_at"	161.3	308	353.4	252.8	250.9	146.8
"161995_r_at"	1362.4	1381.6	1697.5	1587	1612.1	1197.3
"161996_f_at"	16.1	64.8	36.2	35.2	21.2	19.9
"161997_f_at"	302.9	300.4	449.9	311.7	282.7	243.8
"161998_f_at"	126.6	208	237.5	56.8	215.4	183.6
"161999_at"	6.7	6.6	9.3	7.6	7	6.6
"162000_r_at"	122.2	38.2	76.9	83.7	99.5	90.4
"162001_f_at"	158.6	256	105.6	166.1	132.3	128
"162002_r_at"	114.3	38.2	70	142.3	48.5	60.7
"162003_at"	407.5	541.9	401.6	429.7	468.3	342.1
"162004_i_at"	66.4	119.4	244.9	36	166.4	26.1
"162005_at"	436.5	359.4	449.4	388	358.3	435.7
"162006_r_at"	1171.7	1060	1640.5	931.6	1450.4	1076.2
"162007_i_at"	255	150.2	133.9	248.3	267.5	242
"162008_r_at"	39.8	51.5	21.4	12.8	5.3	8.2
"162009_f_at"	468.5	442.2	487.3	280.3	524.4	437.8
"162010_r_at"	86.7	52.5	36	53.2	24	47.6
"162011_f_at"	36.4	68	47.4	31	33.5	53.6
"162012_r_at"	4.3	23.8	58.7	6.5	46.5	3.5
"162013_f_at"	833.4	982.5	893.6	772.3	802.3	886.5
"162014_i_at"	419.2	314	779.4	856	771	475.4
"162015_f_at"	29.5	34.3	147.5	22.1	10.2	2.7
"162016_f_at"	92.1	101	32.3	36.8	8.6	77.3
"162017_at"	34.8	38.3	47.6	100.6	106.1	33.2
"162018_r_at"	140.5	101	180	135.3	132.2	114.2
"162019_r_at"	1084.8	654.6	1062.6	1064.2	903.2	1020
"162020_at"	302.1	134.5	42.2	244	212.5	95.5
"162021_r_at"	177	85	118.1	215.9	83	96.6
"162022_f_at"	173.6	370.4	244.7	168.3	170	268.4
"162023_f_at"	18.5	5.7	18.5	16.8	10.8	42.4
"162024_at"	67.2	19.9	32.9	23.6	17.8	27
"162025_r_at"	9.2	35.2	7.7	2.6	19.8	56.2
"162026_r_at"	316.4	226.7	244	218.5	254.5	249.5
"162027_f_at"	43.6	21.3	81.8	35.8	30.3	75.7
"162028_f_at"	33.1	52	31.9	29.4	36.2	31.5
"162029_r_at"	32.2	5	6.2	5.8	34	46.7
"162030_r_at"	583.6	404	902	848.1	935.9	959.7
"162031_f_at"	740.6	625.8	739.1	537.7	643.8	536.4
"162032_f_at"	7255.1	9016.4	6853.2	5729.4	6442.7	8881.7
"162033_f_at"	492.7	486.9	487.3	504.5	504.6	522.9
"162034_r_at"	63.7	63.5	108.9	83.5	8.2	7.4
"162035_f_at"	50.8	55.9	26.1	41.6	20.8	85.6
"162036_r_at"	327.8	396.5	508.3	461.2	401.3	439.7
"162037_f_at"	238.5	224	368.7	200.1	272.1	198.4
"162038_f_at"	36.1	175.5	259.1	191.2	142.3	114.1
"162039_f_at"	232.1	169.9	149.5	222.8	136.9	167.4
"162040_r_at"	45.6	26.6	3.9	19.3	61.4	8.1
"162041_f_at"	452	201.4	486.1	245.6	497.6	267.6
"162042_i_at"	35.9	10.6	8.1	33.4	10.4	15.4
"162043_i_at"	5.8	4	7.4	23.4	8.7	28.5
"162044_f_at"	77.2	20	19.3	53.3	20.4	54.6
"162045_r_at"	49.1	72.3	41.8	202.5	222.1	191.5
"162046_at"	51.2	9.6	16.3	35.6	4.9	12.5
"162047_f_at"	22.5	30.6	106.7	151.9	16.2	110.1
"162048_r_at"	40.5	58.8	11	10.9	67.8	29.9
"162049_f_at"	81.1	116.5	127.8	62.2	96.2	69.9
"162050_at"	78.9	116.5	58.9	102.7	141.1	84.9
"162051_r_at"	1	37.3	12.3	13.6	0.3	0.3
"162052_i_at"	8.7	26.8	43.8	7.6	70.6	32.7
"162053_i_at"	79.9	55.6	86	106.4	121.7	43
"162054_r_at"	16.9	58.4	27.4	14.2	77.3	30.2
"162055_f_at"	230.5	160	292.1	135.5	182.1	157.9
"162056_f_at"	56.5	154.7	80.6	54.9	46	44.1
"162057_f_at"	1366.7	1332.9	1168.8	1035.1	952	1032.3
"162058_f_at"	49.6	37	41.1	46.2	38.1	21.5
"162059_r_at"	178.3	13.4	50	207.9	11.1	14
"162060_r_at"	11	63	73.8	7.2	8.1	71.8
"162061_f_at"	100.2	54.6	333.5	273.4	216.9	235.5
"162062_r_at"	21.6	16.2	26.2	21.1	5.8	2
"162063_f_at"	4.6	8.7	32.8	27.9	19.4	16.8
"162064_at"	25.3	25.9	71.1	9.8	21.3	19.6
"162065_r_at"	185.1	113.7	199	114.5	144.4	94.9
"162066_f_at"	8.4	66.1	14	27.5	61.3	42.3
"162067_at"	101.8	144.7	48.5	40.5	121.6	48.2
"162068_r_at"	49.3	15	24.5	22.3	34.8	19.4
"162069_at"	48.5	34.8	60.5	32	42.8	43.3
"162070_r_at"	84.8	3.2	7.9	112	40.6	40.3
"162071_i_at"	41	25.3	17.3	18.3	17.8	76.2
"162072_at"	7	14.3	23.6	20.2	31.1	25.1
"162073_r_at"	12.4	65.8	18.8	8	10.5	9
"162074_r_at"	103	349.7	111.6	175.3	414.5	293.6
"162075_r_at"	2.1	24.5	16.9	30.8	1	25.7
"162076_r_at"	1	4.7	1.9	2.2	39.9	27.3
"162077_f_at"	3154.4	2692.3	3297.6	3180.6	2967.3	3578.4
"162078_at"	67.7	75	99.2	16.8	16.9	53
"162079_at"	14.3	12	19.9	16.7	16.5	13.6
"162080_f_at"	52.1	31.1	9.5	82.1	20.2	44.4
"162081_f_at"	757.8	956.6	923.7	1721.1	1666.1	1553.7
"162082_r_at"	6.8	4.3	79.7	38.4	13.8	49
"162083_f_at"	78.6	54.2	16.2	58.5	43.4	14.5
"162084_i_at"	175	110.3	250.7	69	100.3	48.6
"162085_r_at"	51.4	37.4	165.2	24.9	140.4	18.1
"162086_r_at"	2.7	4.1	5.5	4.2	14.4	28.7
"162087_f_at"	76.3	69.2	72.1	19.2	16.7	8.5
"162088_r_at"	23.8	68.7	19.7	90.2	82.2	31.3
"162089_r_at"	4693.1	4262.4	5454.2	4811.2	4525.8	4090.2
"162090_i_at"	34.4	19.5	7.4	3.7	67.4	65.7
"162091_f_at"	954.3	1245.2	887.3	764	822.6	897
"162092_f_at"	29.3	124.8	40	55.1	43	106.7
"162093_at"	296.2	116.8	86.8	241.7	298.9	226.1
"162094_f_at"	363.9	346.1	353.1	330.3	330.8	379.6
"162095_f_at"	76	35.5	15.1	117.2	25.7	53.5
"162096_at"	13.3	10.2	10.8	13.8	12.1	13
"162097_r_at"	202.6	135.6	125.3	128.5	194.8	172.7
"162098_i_at"	19.6	155.1	103.3	96.7	16.3	67.9
"162099_f_at"	33.1	78.3	40.3	38.4	45.1	132.8
"162100_r_at"	30.9	123	58.4	74.8	198.6	44.6
"162101_f_at"	10.4	24.8	72.1	123.4	147.6	89.5
"162102_r_at"	151.2	70.6	238.6	135.5	124	38.9
"162103_i_at"	55.2	20.2	62.1	74.8	85.6	29.5
"162104_f_at"	663.2	562.7	687.4	542.6	650.5	478.2
"162105_r_at"	161.4	22.7	152.9	21.2	62.1	173
"162106_f_at"	178.8	86.2	162	40.3	115	98.1
"162107_r_at"	48.9	25.2	6.4	47.4	2.6	2.4
"162108_f_at"	52.9	4.9	36	45.2	23.1	21.4
"162109_f_at"	9.6	4	97.2	22.4	18.4	22.4
"162110_f_at"	61.7	10.2	20.5	20.7	17.7	17.4
"162111_r_at"	37.3	12.7	6.8	3.9	51.9	17.5
"162112_i_at"	4.5	10	18.8	7.8	3.5	11.1
"162113_r_at"	94.1	108.7	80.7	55.9	24.4	120
"162114_f_at"	383.7	412.3	283.5	366.8	462.9	406.6
"162115_i_at"	13.1	23.5	170.9	15.6	115.6	98.5
"162116_r_at"	23.7	4.9	0.3	4.8	0.3	15.8
"162117_f_at"	14.1	11.3	14.8	22	7.1	13.8
"162118_f_at"	7.5	11.9	10.1	14.9	18.9	3.1
"162119_r_at"	1	18.5	8.7	1.9	3.1	4.5
"162120_at"	2.3	25.3	5.6	5.6	2	2
"162121_at"	8.9	10.1	54.5	10.4	9.8	15.5
"162122_f_at"	284.9	320.6	366.1	410.9	408.2	379.3
"162123_f_at"	330	247.5	460.4	298.6	258.5	324
"162124_r_at"	28.5	34.7	4.6	43.9	12.2	95.5
"162125_f_at"	1979.1	1484.5	2285.4	2098.3	1846.4	2042.6
"162126_r_at"	7.7	5	71.9	16.8	49.8	5.8
"162127_r_at"	85.7	7.3	13.5	80.3	29.9	9.3
"162128_i_at"	17.9	17.2	47.5	94.4	16.5	24
"162129_f_at"	13.4	53.7	48	86.2	47.2	38.2
"162130_r_at"	5.1	5.2	2.9	2.7	22	6.2
"162131_f_at"	298.1	236.8	210.9	151.8	214.3	156.9
"162132_f_at"	18.2	15.2	18.5	9.6	8.5	7.5
"162133_at"	632.9	318.4	423.8	268.8	459.2	478.4
"162134_r_at"	1597.1	1317.5	2181.5	1670.7	1621.7	1436
"162135_r_at"	12.4	1.1	20.3	6.4	13.2	2.3
"162136_r_at"	19.8	80.9	64.4	181.7	61.5	34.5
"162137_f_at"	44.6	7.9	16.8	13.5	21	7.4
"162138_s_at"	568.8	723.2	564.9	635.4	700.8	623.5
"162139_r_at"	103.9	107.4	131.2	77	91.5	84.4
"162140_i_at"	36.6	23.3	31.9	22.6	27.8	23
"162141_r_at"	3.5	3.5	13.7	67.7	5	8.7
"162142_f_at"	26.8	14.2	20.5	23.7	134.3	22
"162143_f_at"	281.9	94.6	99.1	167.6	101.3	137.6
"162144_at"	214.6	184.3	108.6	273.5	241.6	95.6
"162145_r_at"	214	36.6	136.9	39.9	10.5	232.5
"162146_r_at"	2.5	1.9	11.6	3.3	3.1	7.8
"162147_f_at"	314.7	205.3	246.3	247.1	382.3	81.2
"162148_r_at"	61.3	8.6	12.9	66.5	49.6	61.2
"162149_i_at"	10.6	31.2	163.5	23.7	39.5	46.7
"162150_r_at"	371.7	261.1	302.5	295.9	413.3	177.7
"162151_i_at"	68.9	5.8	5	4.2	11.9	35.5
"162152_r_at"	155.3	43.2	20.7	77.3	71.6	94.9
"162153_i_at"	2358.5	2309.9	2245.5	1889.1	1710.3	1684.5
"162154_i_at"	15.7	12.2	62.8	89	44	23.1
"162155_f_at"	4.2	7.3	8.8	61.1	2.9	6.5
"162156_f_at"	6.9	9.4	10.3	11.6	3.8	17
"162157_f_at"	12.5	13.5	13.4	22.3	10.6	62.9
"162158_r_at"	62.6	15.6	44.7	78.1	4	79.7
"162159_i_at"	225	236.1	82.8	265.4	452.6	261.8
"162160_at"	140.1	63	138.8	124	42.6	24.8
"162161_r_at"	18.8	9.2	64.4	84.1	97	20.7
"162162_f_at"	8.7	13.8	6.4	10.4	5.7	10.5
"162163_at"	15.1	98.2	38.2	33.7	24.3	31.6
"162164_f_at"	242.9	209.7	132.3	145.2	207.7	156.9
"162165_f_at"	833.8	951.6	1187.8	973.3	935.2	720.6
"162166_f_at"	106.5	70.7	38.3	44.7	116	136.4
"162167_f_at"	40.7	107.5	40.2	34.2	147.2	59.7
"162168_r_at"	268.7	342.6	326.2	219.9	207.9	85.7
"162169_r_at"	372.6	358.1	760.7	134.1	711.6	528.1
"162170_r_at"	4	9	12.7	9.9	10.8	4
"162171_f_at"	67.9	48	15.4	31.3	42.1	29.9
"162172_f_at"	194.5	323.4	427.2	418.5	505.6	347.4
"162173_i_at"	18.8	19.9	3.6	5	12.9	16.5
"162174_at"	108.8	37.7	221.6	43.1	47.6	94.5
"162175_at"	27.4	13.9	10.3	16.2	6.7	12.7
"162176_r_at"	401.7	314.6	420.4	303.7	547.1	431.7
"162177_f_at"	312.7	304.5	324.4	302.4	303.6	379.7
"162178_r_at"	772.2	1075.3	1639.2	1302.4	1153.7	1023.2
"162179_r_at"	127.9	19.6	10.1	26	55	3.1
"162180_r_at"	103.9	135.4	119.9	94.2	149.7	116.6
"162181_f_at"	14.5	13.5	12.5	42.8	46.7	46
"162182_f_at"	139.6	136.1	155.9	18.6	177.6	10.1
"162183_at"	105.9	121.5	35.9	32.8	74.9	87.3
"162184_at"	7.4	4.1	7.7	35.8	32.3	11.4
"162185_i_at"	22	41.7	77.1	91.7	71.5	11.4
"162186_r_at"	66.7	45.3	289.8	176.4	385.3	72.8
"162187_f_at"	6.8	3.6	5.3	15.1	11.4	7.4
"162188_f_at"	168.1	308.9	343.5	264.1	374.2	234.4
"162189_r_at"	436.3	322.1	556.4	321.6	480.4	493.1
"162190_r_at"	66.8	44	81.6	73.7	116.9	54
"162191_at"	25.8	35.6	8.9	3.4	25.3	14.1
"162192_f_at"	18.2	21.4	20.5	24.2	36.1	24.5
"162193_f_at"	54.6	9.3	132.9	83.9	44	28.8
"162194_r_at"	62.8	28.9	24.2	3.2	17.4	66.8
"162195_i_at"	107.8	71.3	71	15.5	11.7	83.5
"162196_f_at"	8.9	20.1	21.2	12.8	11.1	11.2
"162197_at"	7.7	4.6	16.5	8.2	4.2	12.3
"162198_f_at"	96.3	162.5	155.7	77.5	18.3	81.2
"162199_r_at"	97.2	40.8	105.2	76.9	153	35.1
"162200_r_at"	21.8	3.6	2.6	31.5	2.2	4.5
"162201_r_at"	57.6	82.2	92.8	96	62	59.9
"162202_f_at"	29.1	33.7	245.9	161.2	187.7	140.8
"162203_r_at"	19.8	5	3.1	5.3	2.3	31.3
"162204_r_at"	173.5	114	190.3	113.7	218.1	86.6
"162205_f_at"	79.5	227.6	115.7	249.7	263.3	150.5
"162206_f_at"	539.3	546.2	495.5	653.6	713.1	788.6
"162207_f_at"	23.3	35	31.5	26.5	28.8	32.9
"162208_f_at"	45	3.8	20	32.8	64.8	16.4
"162209_r_at"	5.4	3.3	9.1	3.7	2.1	12.6
"162210_r_at"	26.6	1.8	9.5	37.3	4.8	3
"162211_r_at"	112.4	77.9	16.3	41.9	9	8.5
"162212_at"	58.5	44.4	6.1	3.4	5.2	37.2
"162213_i_at"	141.1	130.8	72.8	155.8	130.2	80.3
"162214_r_at"	125.2	141.8	79.3	14.9	15.6	58.5
"162215_f_at"	3.4	5.8	14.6	2.7	11.8	9.9
"162216_i_at"	13	27.8	101.4	24	20.3	23.5
"162217_r_at"	3.2	54.4	69.1	42.2	2.8	17
"162218_f_at"	323.2	281.1	263.1	261.4	100.8	230.4
"162219_f_at"	73.1	14.2	11.8	20.9	21.3	9.7
"162220_r_at"	127.2	138.9	150	62.8	124.2	90.3
"162221_i_at"	184.5	187.4	165.4	336.1	22.7	296.9
"162222_r_at"	85.5	12.6	41.9	7.4	64.9	11.5
"162223_f_at"	9.8	74.7	5	17.8	3.3	8.4
"162224_r_at"	83.7	78.6	6.5	72.2	45.4	43.1
"162225_f_at"	105.1	94	73.6	156.8	138.6	112.3
"162226_r_at"	93.1	184.2	223.3	136.3	132.9	165.4
"162227_r_at"	898.7	931.7	1133.9	852.7	1137.3	1081.3
"162228_f_at"	168.4	100.2	88	206.7	64.2	75.6
"162229_at"	13	22.3	21	26.5	24	18.6
"162230_r_at"	46	18.4	7.5	6.5	8.4	57.3
"162231_r_at"	16.4	51.1	68	94.1	20.5	42.4
"162232_r_at"	47.2	20.8	6.6	49.2	3.7	1.3
"162233_r_at"	40.6	96.7	36.4	42.1	20.8	14.2
"162234_f_at"	18.6	40.8	21.3	10.4	19.9	39.5
"162235_f_at"	141.7	48.8	72	51.7	71.4	40.9
"162236_f_at"	379.6	156.1	70.3	188.2	54.9	77.6
"162237_f_at"	25.6	26.7	142.7	44.4	12.6	73.8
"162238_r_at"	466.9	326.9	522.7	334.8	306	356.3
"162239_at"	10.8	6.9	13.4	18.3	10.8	14.8
"162240_r_at"	7.8	3.6	6.7	3	1.1	4.3
"162241_r_at"	21.7	6.2	12.6	33.6	19.3	10.2
"162242_at"	9.7	26.9	17.7	31.8	5.3	4.9
"162243_f_at"	182.1	79.5	173	154.7	167.3	44.2
"162244_r_at"	16.3	59.5	48.8	36.1	76	16.1
"162245_f_at"	228.1	266.8	235	234.5	226.3	246.6
"162246_r_at"	302	194.8	471.9	255.2	353.9	268.5
"162247_r_at"	672.4	467.2	626.9	501	668.8	429.5
"162248_f_at"	83.4	65.2	105	35.6	124.6	75
"162249_f_at"	291.5	168.4	251.6	325.1	301.8	316.1
"162250_f_at"	214.2	222.6	154.2	205.8	219.6	180.2
"162251_f_at"	380.8	270.4	372	360.9	446.9	323.6
"162252_f_at"	177.5	175.6	101.7	128.8	164.3	142.3
"162253_i_at"	122.8	185.6	254.8	208.2	232.1	131.7
"162254_f_at"	114.4	10.4	88.2	112.7	8.3	25.9
"162255_s_at"	4.1	7.6	37.8	2.2	1.5	3.6
"162256_r_at"	362.3	386.4	319.2	216.6	320.6	285.3
"162257_i_at"	12.7	71.4	29	20.1	12.2	15.4
"162258_f_at"	28.6	156.8	15.4	62.4	29.6	85.4
"162259_f_at"	9.8	14.1	10.8	9.8	12	7.7
"162260_at"	133.8	106.8	175.4	182.8	241.3	157.4
"162261_f_at"	248.5	233.7	166.7	214.3	149.1	171.3
"162262_f_at"	60.8	154.8	153.4	215.4	78	150.5
"162263_f_at"	673.8	553.2	673.2	636.2	531.9	632.7
"162264_s_at"	157.9	155	225.3	196.8	123.3	206.3
"162265_r_at"	281.7	136.1	214.1	157.6	200.4	136
"162266_f_at"	49	49.1	80.8	5.8	32.4	69.6
"162267_r_at"	11.1	34.4	67.7	94.5	122.7	142
"162268_at"	50.1	37.9	40.6	47.3	39.2	33.1
"162269_at"	129.1	196.1	56.4	83	160	119.5
"162270_r_at"	35	26.3	38.8	137.6	87.6	113.8
"162271_f_at"	20.2	50.6	34.8	28.4	166.8	133.3
"162272_r_at"	196.8	238.6	254.6	148.5	303.9	297.4
"162273_at"	281.6	208.8	91.7	178	186.1	312.1
"162274_f_at"	68.7	62.7	19.8	19.7	98.9	89.3
"162275_f_at"	303.9	201.4	296.6	360.3	273	345.5
"162276_i_at"	121.6	161.6	306.4	127.4	221.9	85.6
"162277_r_at"	11.9	1.3	59.3	24.5	36.7	33.3
"162278_r_at"	25.4	46.5	127.5	43.2	5.5	90.6
"162279_f_at"	2176.8	2140.3	1903.2	1814.4	2057	2368.3
"162280_f_at"	22.9	20.9	18.7	10.5	14.8	16.4
"162281_at"	43.8	39.2	192.3	40.8	48.4	93.7
"162282_f_at"	136.7	44.9	98.8	36.6	68	62.3
"162283_r_at"	47.4	15.7	59.2	24.2	43.1	5.4
"162284_r_at"	1580.7	1061.3	1507.1	856.4	1178.7	1008.2
"162285_r_at"	13.6	7.2	4.4	10.8	2.3	4.6
"162286_r_at"	270	187	401.1	410.7	188.6	315.8
